"","WY","Month","Site","X","Ameletidae","Baetidae","Caenidae","Heptageniidae","Isonychiidae","Leptohyphidae","Leptophlebiidae","Siphlonuridae","Ephemerellidae","Ephemeridae","Capniidae","Chloroperlidae","Leuctridae","Nemouridae","Peltoperlidae","Perlidae","Perlodidae","Pteronarcyidae","Apataniidae","Arctopsychinae","Brachycentridae","Calamoceratidae","Glossosomatidae","Helicopsychidae","Hydropsychidae","Hydroptilidae","Lepidostomatidae","Leptoceridae","Limnephilidae","Odontoceridae","Philopotamidae","Polycentropodidae","Psychomyiidae","Rhyacophilidae","Sericostomatidae","Uenoidae","Acari","Aeshnidae","Amphipoda","Amphizoidae","Athericidae","Belostomatidae","Blephariceridae","Calopterygidae","Ceratopogonidae","Chironomidae","Cladocera","Coenagrionidae","Copepoda","Cordulegastridae","Corduliidae","Corydalidae","Decapoda","Dixidae","Dryopidae","Dytiscidae","Elmidae","Empididae","Ephydridae","Gastropoda","Gomphidae","Haliplidae","Hirudunea","Hydraenidae","Hydrophilidae","Isopoda","Libellulidae","Naucoridae","Nematoda","Nematomorpha","Nemertea","Oligochaeta","Ostracoda","Pelecypoda","Psephenidae","Psychodidae","Ptilodactylidae","Pyralidae","Sialidae","Simuliidae","Stratiomyidae","Tabanidae","Tipulidae","Turbellaria","Unknown","Veliidae","number.total","Percent.ept","sample.size","eph.taxa","ple.taxa","tri.taxa","EPT.richness","total.taxa","eph.rel.ab","ple.rel.ab","tri.rel.ab","Baetidae.eph.rel.ab.","Heptageniidae.eph.rel.ab","Perlidae.ple.rel.ab","Hydropsychidae.tri.rel.ab","Diversity","Season","Location","EPT.Diversity","ppt","cwd","tmx","tmn","NDVI","PPT1","PPT3","PPT6","PPTwy","CWD1","CWD3","CWD6","CWDwy","MeanMaxT1","MeanMaxT3","MeanMaxT6","MeanMaxTwy","MaxT1","MaxT3","MaxT6","MaxTwy","MeanMinT1","MeanMinT3","MeanMinT6","MeanMinTwy","MinT1","MinT3","MinT6","MinTwy","TotalColiform","EColi","Air","PO4","PO4cor","NO3","NO3cor","pH","Cond","Tur","O2","H2Otemp","P1","P3","P6","Pwy","N1","N3","N6","Nwy","TotC1","TotC3","TotC6","TotCwy","Turb1","Turb3","Turb6","Turbwy","DO1","DO3","DO6","DOwy","pH1","pH3","pH6","pHwy","Cond1","Cond3","Cond6","Condwy","H2Otemp1","H2Otemp3","H2Otemp6","H2Otempwy","day.of.wy","day.of.year","Date","agency_cd","site_no","Flow","Flow_cd","rollMean","rollMean3","rollMean6","rollMeanWY","drought","dry","wet","flood","drought3","dry3","wet3","flood3","drought6","dry6","wet6","flood6","droughtwy","drywy","wetwy","floodwy","Drought1","Dry1","Average1","Wet1","Flood1","Drought3","Dry3","Average3","Wet3","Flood3","Drought6","Dry6","Average6","Wet6","Flood6","DroughtWY","DryWY","AverageWY","WetWY","FloodWY","Cat1","Cat3","Cat6","CatWY","Year"
"103",2006,"06",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,131.3,27.62,10.31,0.322,1.9,425.3,1359.5,1990.8,131.3,131.3,131.3,523.7,27.62,21.31,15.7633333333333,18.2808333333333,27.62,27.62,27.62,31.69,10.31,6.47666666666667,3.45333333333333,4.665,10.31,2.38,-0.96,-0.96,1119.9,8.5,15.2,0,0,0,0,5.87,20.93,0,10.16,9.13,0,0,NA,NA,0,0,NA,NA,1119.9,600.5,NA,NA,0,0.693333333333333,NA,NA,10.16,11.11,NA,NA,5.87,5.76666666666667,NA,NA,20.93,29.75,NA,NA,9.13,8.67666666666667,NA,NA,273,181,2006-06-30,"USGS","11418500",5.02,"A",15.8386666666667,313.958444444444,393.990333333333,250.06701369863,3.26333333333333,6.2425,26.3375,52.4276666666667,13.217,28.3411111111111,135.476111111111,222.115222222222,53.4085,93.83125,306.608333333333,392.213611111111,34.8922739726027,55.7143835616438,185.076712328767,230.702356164384,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","Average","Flood","Flood","Flood",2006
"104",2006,"06",2,39,0,38,0,80,0,0,2,0,10,0,0,5,0,10,0,34,0,0,0,0,0,0,15,0,1,5,0,0,13,0,1,0,0,13,0,0,9,0,0,0,0,0,0,0,0,182,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0,0,35,0,0,0,6,0,0,497,45.67404,497,4,3,6,13,22,0.261569416,0.098591549,0.096579477,0.292307692,0.615384615,0.693877551,0.020833333,2.23456803472873,"Spring","Blw SF",1.99090387503058,0.7,66.6,28.55,13.18,0.18,0.7,410.2,1303,1909.6,66.6,66.6,66.6,421.1,28.55,22.1666666666667,17.0466666666667,19.5958333333333,28.55,28.55,28.55,32.75,13.18,8.98,5.715,7.28,13.18,4.5,1.01,1.01,2419.6,18.7,18.9,0.003333333,0,0.03,0,6.5,59.23333333,0.516666667,9.793333333,14.73333333,0,0,NA,NA,0,0,NA,NA,2419.6,1644.2,870.683333333333,NA,0.516666667,1.70555555566667,2.36222222216667,1.30333333333333,9.793333333,NA,NA,NA,6.5,6.44666666666667,6.4355555555,6.67694444441667,59.23333333,46.53333333,39.0333333316667,45.8613888883333,14.73333333,12.3777777756667,9.50888888783333,10.05555555475,273,181,2006-06-30,"USGS","11418500",5.02,"A",15.8386666666667,313.958444444444,393.990333333333,250.06701369863,3.26333333333333,6.2425,26.3375,52.4276666666667,13.217,28.3411111111111,135.476111111111,222.115222222222,53.4085,93.83125,306.608333333333,392.213611111111,34.8922739726027,55.7143835616438,185.076712328767,230.702356164384,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","Average","Flood","Flood","Flood",2006
"105",2006,"06",4,67,0,40,0,16,0,0,0,0,11,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,219,0,0,1,0,0,0,533,18.94934,533,3,2,3,8,16,0.125703565,0.013133208,0.05065666,0.597014925,0.23880597,0.285714286,0.481481481,1.77975589304288,"Spring","M",1.72129432426658,0.6,6.7,29.08,13.69,0.367,0.6,400.4,1266.4,1862,6.7,6.7,6.7,304.8,29.08,22.7333333333333,17.5616666666667,20.195,29.08,29.08,29.08,33.51,13.69,9.48,6.19666666666667,7.7625,13.69,5,1.44,1.44,2419.6,56.5,16.5,0.096666667,0.096666667,0.083333333,0,6.956666667,81.43333333,2.066666667,8.823333333,14.03333333,0.096666667,0.17,0.085,0.105555555583333,0,0,0,0.0605555555833333,2419.6,1785.46666666667,1132.83333333333,NA,2.066666667,2.96666666666667,3.2444444445,2.05166666666667,8.823333333,8.69888888866667,10.4233333326667,10.6163888888333,6.956666667,6.52777777766667,6.426111111,6.61777777775,81.43333333,61.5777777766667,54.0611111116667,71.8133333333333,14.03333333,12.1333333333333,9.68888888883333,10.55027777775,273,181,2006-06-30,"USGS","11418500",5.02,"A",15.8386666666667,313.958444444444,393.990333333333,250.06701369863,3.26333333333333,6.2425,26.3375,52.4276666666667,13.217,28.3411111111111,135.476111111111,222.115222222222,53.4085,93.83125,306.608333333333,392.213611111111,34.8922739726027,55.7143835616438,185.076712328767,230.702356164384,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","Average","Flood","Flood","Flood",2006
"106",2006,"06",6,105,0,136,0,16,0,0,0,0,5,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,30,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,3,45,0,0,0,0,0,1,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,223,0,0,0,0,0,0,503,39.96024,503,3,2,3,8,17,0.312127237,0.019880716,0.067594433,0.866242038,0.101910828,0.7,0.882352941,1.68633314230678,"Spring","M",1.11297957641924,0.4,0,31.16,14.78,-0.007,0.4,273.7,864.7,1311.8,0,0,0,359.9,31.16,24.7966666666667,19.7616666666667,22.4683333333333,31.16,31.16,31.16,36.08,14.78,11.28,8.02833333333333,9.1375,14.78,7.99,2.97,2.86,2419.4,235.9,27.4,0.056666667,0.056666667,0.036666667,0,7.136666667,161.8666667,0.8,9.286666667,16.53333333,0.056666667,0.0366666666666667,0.0183333333333333,0.00916666666666667,0,0,0,0.015,2419.4,1672.1,1298.28333333333,NA,0.8,2.688888889,3.86666666666667,2.0525,9.286666667,9.968888888,11.0155555556667,NA,7.136666667,6.79555555566667,6.61944444433333,7.00972222216667,161.8666667,96.3444444566667,73.0222222283333,105.133611114167,16.53333333,13.8222222223333,10.5666666666667,12.2616666666667,273,181,2006-06-30,"USGS","11418500",5.02,"A",15.8386666666667,313.958444444444,393.990333333333,250.06701369863,3.26333333333333,6.2425,26.3375,52.4276666666667,13.217,28.3411111111111,135.476111111111,222.115222222222,53.4085,93.83125,306.608333333333,392.213611111111,34.8922739726027,55.7143835616438,185.076712328767,230.702356164384,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","Average","Flood","Flood","Flood",2006
"107",2006,"06",8,133,0,257,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,81,0,0,0,0,0,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,15,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,95,0,0,0,12,0,0,502,72.50996,502,3,0,3,6,16,0.545816733,0,0.179282869,0.937956204,0.00729927,0,0.9,1.53999111273406,"Spring","Blw LWW",0.847383602786288,0.1,184.6,31.66,15.15,0.191,0.1,229.1,727.9,1114.5,184.6,289.7,289.7,796,31.66,25.24,20.01,22.6875,31.66,31.66,31.66,36.78,15.15,11.6966666666667,8.57333333333333,9.6225,15.15,8.59,3.41,3.18,2419.6,547.5,20.2,1.346666667,1.346666667,2.19,2.19,7.6,175.6333333,0.45,10.04666667,18.9,1.346666667,0.526666666666667,0.287222222166667,0.99777777775,2.19,0.792222222333333,0.417222222333333,1.60555555558333,2419.6,1734.86666666667,1170.78333333333,NA,0.45,3.78333333333333,5.8194444445,3.32361111116667,10.04666667,9.71555555566667,10.8183333328333,11.250555555,7.6,7.09444444466667,6.9044444445,7.69305555566667,175.6333333,108.288888876667,85.2111111066667,137.21972222,18.9,18.8777777766667,13.9222222216667,16.6627777775,273,181,2006-06-30,"USGS","11418500",5.02,"A",15.8386666666667,313.958444444444,393.990333333333,250.06701369863,3.26333333333333,6.2425,26.3375,52.4276666666667,13.217,28.3411111111111,135.476111111111,222.115222222222,53.4085,93.83125,306.608333333333,392.213611111111,34.8922739726027,55.7143835616438,185.076712328767,230.702356164384,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","Average","Flood","Flood","Flood",2006
"108",2006,"06",9,161,0,192,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,55,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,61,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,157,0,0,0,15,4,0,531,50.84746,531,2,1,3,6,15,0.378531073,0.001883239,0.128060264,0.955223881,0,0,0.808823529,1.73000128775996,"Spring","Blw LWW",0.86738269909079,0,93.3,32.12,15.4,-0.055,0,213,697.1,1066.5,93.3,93.3,93.3,599.3,32.12,25.5933333333333,20.235,22.905,32.12,32.12,32.12,37.15,15.4,11.9233333333333,8.79333333333333,9.79916666666667,15.4,8.76,3.54,3.36,2419.6,88.6,20.3,0.476666667,0.476666667,0.766666667,0.766666667,8.043333333,163.0333333,1.3,9.436666667,17.3,0.476666667,0.228888889,0.1405555555,0.989722222166667,0.766666667,0.33,0.202777777666667,1.42666666658333,2419.6,1715.6,1401.81666666667,NA,1.3,3.822222222,6.4000000005,3.49611111133333,9.436666667,9.22111111233333,10.3049999995,10.1911111111667,8.043333333,7.702222222,7.24277777783333,7.52472222225,163.0333333,106.71111109,88.8944444333333,139.619166666667,17.3,17.91111111,12.9388888883333,14.6836111108333,273,181,2006-06-30,"USGS","11418500",5.02,"A",15.8386666666667,313.958444444444,393.990333333333,250.06701369863,3.26333333333333,6.2425,26.3375,52.4276666666667,13.217,28.3411111111111,135.476111111111,222.115222222222,53.4085,93.83125,306.608333333333,392.213611111111,34.8922739726027,55.7143835616438,185.076712328767,230.702356164384,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","Average","Flood","Flood","Flood",2006
"109",2006,"06",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,70.2,28.96,13.54,0.397,0.7,400.9,1270.7,1865.2,70.2,70.2,70.2,431,28.96,22.61,17.4766666666667,20.1125,28.96,28.96,28.96,33.33,13.54,9.31333333333333,6.07,7.62083333333333,13.54,4.83,1.38,1.38,2419.6,34.5,15.1,0.013333333,0,0.03,0,6.4,40.96666667,1.8,9.54,12.26666667,0,0,0,0,0,0,0.0344444443333333,0.0644444443333333,2419.6,1766.76666666667,1069.66666666667,NA,1.8,3.46666666666667,3.37833333333333,2.02277777775,9.54,9.761111111,10.6866666655,10.1819444439167,6.4,5.588888889,5.41166666666667,5.77583333333333,40.96666667,37.5222222233333,39.1666666683333,41.2722222233333,12.26666667,11.5333333343333,9.144444445,10.356944445,273,181,2006-06-30,"USGS","11418500",5.02,"A",15.8386666666667,313.958444444444,393.990333333333,250.06701369863,3.26333333333333,6.2425,26.3375,52.4276666666667,13.217,28.3411111111111,135.476111111111,222.115222222222,53.4085,93.83125,306.608333333333,392.213611111111,34.8922739726027,55.7143835616438,185.076712328767,230.702356164384,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","Average","Flood","Flood","Flood",2006
"110",2006,"06",12,221,0,124,0,26,0,0,0,0,6,0,0,2,0,10,0,8,0,0,0,1,1,0,0,0,6,0,0,0,7,0,0,0,0,23,0,0,4,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,47,0,0,2,0,0,0,457,46.82713,457,3,3,5,11,19,0.341356674,0.043763676,0.083150985,0.794871795,0.166666667,0.4,0.157894737,1.99051868645895,"Spring","LDC",1.48414445713131,0.7,69.5,28.87,13.47,0.245,0.7,402.9,1277.3,1875.1,69.5,69.5,69.5,428.3,28.87,22.5133333333333,17.3866666666667,19.9975,28.87,28.87,28.87,33.2,13.47,9.24333333333333,5.99833333333333,7.56,13.47,4.75,1.32,1.32,2419.6,30.9,20.1,0.016666667,0,0.03,0,5.6,39.33333333,2.266666667,8.55,12,0,0.018888889,0.0094444445,0.00472222225,0,0,0,0.00833333333333333,2419.6,1785.46666666667,969.816666666667,NA,2.266666667,2.93333333333333,3.01111111116667,2.26250000008333,8.55,9.552222221,10.1838888888333,10.0613888890833,5.6,6.31333333333333,5.97333333333333,6.22138888891667,39.33333333,40.1666666666667,36.6777777783333,40.68888889,12,11.8777777776667,9.47222222216667,10.7638888885833,273,181,2006-06-30,"USGS","11418500",5.02,"A",15.8386666666667,313.958444444444,393.990333333333,250.06701369863,3.26333333333333,6.2425,26.3375,52.4276666666667,13.217,28.3411111111111,135.476111111111,222.115222222222,53.4085,93.83125,306.608333333333,392.213611111111,34.8922739726027,55.7143835616438,185.076712328767,230.702356164384,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","Average","Flood","Flood","Flood",2006
"111",2006,"06",13,247,0,54,0,46,0,0,0,0,2,0,0,5,0,33,0,12,0,1,0,7,4,0,0,0,5,0,4,0,0,0,0,0,0,22,1,0,4,0,0,0,0,0,0,0,3,116,0,0,0,0,0,1,0,0,0,0,21,14,0,0,1,0,0,1,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,115,0,0,6,0,0,0,494,39.67611,494,3,4,6,13,25,0.206477733,0.103238866,0.087044534,0.529411765,0.450980392,0.235294118,0.11627907,2.36499460071066,"Spring","LDC",1.97749422315649,0.7,69.5,28.87,13.47,0.246,0.7,402.9,1277.3,1875.1,69.5,69.5,69.5,428.3,28.87,22.5133333333333,17.3866666666667,19.9975,28.87,28.87,28.87,33.2,13.47,9.24333333333333,5.99833333333333,7.56,13.47,4.75,1.32,1.32,2419.6,50.4,11.6,0.016666667,0,0,0,5.333333333,41,1.833333333,9.71,11.5,0,0,0,0,0,0,0,0.01,2419.6,1721.56666666667,897.316666666667,NA,1.833333333,3.36666666666667,2.6,1.77416666666667,9.71,10.2522222223333,10.7016666661667,10.83305555525,5.333333333,5.733333333,5.80555555533333,5.86916666658333,41,40.1222222233333,39.133333335,NA,11.5,10.7,8.68888888883333,9.39638888858333,273,181,2006-06-30,"USGS","11418500",5.02,"A",15.8386666666667,313.958444444444,393.990333333333,250.06701369863,3.26333333333333,6.2425,26.3375,52.4276666666667,13.217,28.3411111111111,135.476111111111,222.115222222222,53.4085,93.83125,306.608333333333,392.213611111111,34.8922739726027,55.7143835616438,185.076712328767,230.702356164384,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","Average","Flood","Flood","Flood",2006
"112",2006,"06",15,280,0,122,0,2,0,0,0,0,5,0,0,2,0,2,0,51,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,115,0,0,2,0,0,0,490,42.04082,490,3,3,4,10,19,0.263265306,0.112244898,0.044897959,0.945736434,0.015503876,0.927272727,0.681818182,1.96270473866453,"Spring","SQ",1.21385825640787,0.3,185.2,30.85,15.04,0.326,0.3,284.5,896.9,1355.1,185.2,235.2,235.2,737.3,30.85,24.47,19.4283333333333,22.1316666666667,30.85,30.85,30.85,35.8,15.04,11.3433333333333,8.015,9.19333333333333,15.04,7.78,2.81,2.75,435.2,93.3,17.3,0.036666667,0,0.096666667,0,7.066666667,148.7,0.833333333,8.896666667,16.43333333,0,0.0244444443333333,0.0327777776666667,0.0222222221666667,0,0.0355555556666667,0.135,0.121944444416667,435.2,1758.13333333333,1357.7,NA,0.833333333,5.88888888866667,7.8722222215,4.43777777733333,8.896666667,9.407777778,11.272777779,10.3383333339167,7.066666667,6.79222222233333,7.027777778,7.10555555566667,148.7,129.5888889,132.905555566667,126.107777783333,16.43333333,13.5555555533333,10.3666666655,11.98333333275,273,181,2006-06-30,"USGS","11418500",5.02,"A",15.8386666666667,313.958444444444,393.990333333333,250.06701369863,3.26333333333333,6.2425,26.3375,52.4276666666667,13.217,28.3411111111111,135.476111111111,222.115222222222,53.4085,93.83125,306.608333333333,392.213611111111,34.8922739726027,55.7143835616438,185.076712328767,230.702356164384,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","Average","Flood","Flood","Flood",2006
"113",2006,"06",16,300,0,870,0,24,0,0,0,0,48,0,0,3,0,0,0,36,0,0,0,0,36,0,24,0,102,0,6,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,168,0,0,0,3,0,0,1584,73.48485,1584,3,2,5,10,18,0.59469697,0.024621212,0.115530303,0.923566879,0.025477707,0.923076923,0.557377049,1.67157182297887,"Spring","SQ",1.0360943776588,0.1,184.5,31.56,15.11,0.158,0.1,291.9,679.2,887.4,184.5,288.8,288.8,990.8,31.56,25.5233333333333,21.42,24.7366666666667,31.56,31.56,31.56,36.67,15.11,11.0366666666667,8.32,10.4683333333333,15.11,6.64,3.16,3.16,2419.6,143.9,19.6,0.043333333,0,0.076666667,0,7.1,153.0666667,1.533333333,8.88,17.9,0,0,0,0.0280555555833333,0,0.115555555666667,0.0577777778333333,0.0863888889166667,2419.6,NA,NA,NA,1.533333333,1.162222222,0.748888888833333,1.09111111108333,8.88,10.308888889,10.2177777778333,9.50000000008333,7.1,7.4,7.39333333333333,7.4955555555,153.0666667,166.654444466667,159.60444445,157.386111116667,17.9,14.5666666666667,13.7533333333333,15.3625,273,181,2006-06-30,"USGS","11418500",5.02,"A",15.8386666666667,313.958444444444,393.990333333333,250.06701369863,3.26333333333333,6.2425,26.3375,52.4276666666667,13.217,28.3411111111111,135.476111111111,222.115222222222,53.4085,93.83125,306.608333333333,392.213611111111,34.8922739726027,55.7143835616438,185.076712328767,230.702356164384,"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","Average","Flood","Flood","Flood",2006
"114",2006,"10",1,12,15,28,0,53,0,1,39,0,34,0,4,8,3,0,0,10,2,0,0,0,2,5,12,0,33,2,103,0,1,0,0,1,0,2,19,0,2,0,0,0,0,0,0,0,0,47,0,0,0,1,0,4,0,0,0,0,42,1,0,1,1,0,0,0,0,0,0,0,1,0,1,15,0,0,0,0,0,0,2,1,0,0,0,1,0,0,497,75.85513,497,6,5,10,21,35,0.342052314,0.054325956,0.362173038,0.164705882,0.311764706,0.37037037,0.183333333,2.7374086741762,"Fall","Upper",2.35733024566052,52.5,23.1,19.56,4.92,0.322,52.5,53.8,99.1,1811.7,23.1,304.2,625.4,625.4,19.56,25.38,26.3616666666667,18.505,19.56,29.17,31.84,31.84,4.92,7.91,8.965,4.72083333333333,4.92,4.92,4.92,-0.96,2419.6,5.2,7,0,0,0.02,0,7.03,37.37,0,14.65,10.35,0,0,0,NA,0,0,0,NA,2419.6,1725.86666666667,1560.98333333333,NA,0,0.0966666666666667,0.256666666666667,NA,14.65,NA,NA,NA,7.03,7.02,6.44833333333333,NA,37.37,30.7366666666667,29.9966666666667,NA,10.35,12.36,11.2966666666667,NA,31,304,2005-10-31,"USGS","11418500",6.59,"A",6.15466666666667,5.88577777777778,52.3685555555556,94.4730684931507,4.004,8.99,32.4966666666667,54.1806666666667,2.21922222222222,5.78222222222222,17.2122222222222,22.9892222222222,4.36375,11.3186111111111,23.5894444444444,49.089,31.5134657534247,55.8743835616438,182.507465753425,230.913945205479,"0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","Dry","Average","Flood","Average",2005
"115",2006,"10",2,40,0,89,0,95,0,0,12,0,11,0,0,8,0,9,0,28,15,0,0,0,28,0,4,0,36,4,1,0,7,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,19,2,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,46,0,0,1,0,0,0,491,71.2831,491,4,4,8,16,24,0.421588595,0.122199593,0.16904277,0.429951691,0.458937198,0.466666667,0.43373494,2.54838416654601,"Fall","Blw SF",2.12352706705447,37.1,40.5,20.65,7.43,0.18,37.1,37.7,79.1,1736.4,40.5,334.5,600.1,600.1,20.65,26.28,27.305,19.8125,20.65,29.87,33.05,33.05,7.43,11.13,12.065,7.32083333333333,7.43,7.43,7.43,1.01,2419.6,4.1,20.3,0.01,0,0.07,0,7.45,44.47,0.53,10.45,10.13,0,0,0,NA,0,0,0,NA,2419.6,2419.6,2419.6,NA,0.53,0.671111111333333,0.805000000166667,1.46638888891667,10.45,10.15,9.79166666666667,NA,7.45,7.06555555566667,6.8394444445,6.68166666666667,44.47,40.6455555566667,44.80611111,46.0174999991667,10.13,11.41,12.9994444433333,10.0094444439167,31,304,2005-10-31,"USGS","11418500",6.59,"A",6.15466666666667,5.88577777777778,52.3685555555556,94.4730684931507,4.004,8.99,32.4966666666667,54.1806666666667,2.21922222222222,5.78222222222222,17.2122222222222,22.9892222222222,4.36375,11.3186111111111,23.5894444444444,49.089,31.5134657534247,55.8743835616438,182.507465753425,230.913945205479,"0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","Dry","Average","Flood","Average",2005
"116",2006,"10",4,68,0,70,0,95,0,0,0,0,122,0,0,4,0,0,0,1,10,0,0,0,3,0,1,0,111,0,8,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,23,0,0,1,0,0,0,495,86.26263,495,3,3,5,11,18,0.57979798,0.03030303,0.252525253,0.243902439,0.331010453,0.066666667,0.888,2.02965714298468,"Fall","M",1.6334817102225,36.5,41.2,21.44,7.84,0.367,36.5,37,76.9,1691.5,41.2,337.1,545,545,21.44,26.9933333333333,27.9766666666667,20.4008333333333,21.44,30.54,33.79,33.79,7.84,11.5433333333333,12.5333333333333,7.77666666666667,7.84,7.84,7.84,1.44,2419.6,24.6,22,0.27,0.27,0.19,0.19,6.94,52.33,0.65,10.5,10.87,0.27,0.152222222333333,0.177777777833333,0.13722222225,0.19,0.0977777776666667,0.0488888888333333,0.0669444444166667,2419.6,1704.9,2062.25,NA,0.65,0.938888889,1.47500000016667,2.23500000008333,10.5,8.87888888766667,8.93333333266667,10.1394444438333,6.94,6.841111111,6.53,6.59222222216667,52.33,52.21,60.4438888883333,70.9436111116667,10.87,11.8788888866667,13.461666665,10.68361111025,31,304,2005-10-31,"USGS","11418500",6.59,"A",6.15466666666667,5.88577777777778,52.3685555555556,94.4730684931507,4.004,8.99,32.4966666666667,54.1806666666667,2.21922222222222,5.78222222222222,17.2122222222222,22.9892222222222,4.36375,11.3186111111111,23.5894444444444,49.089,31.5134657534247,55.8743835616438,182.507465753425,230.913945205479,"0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","Dry","Average","Flood","Average",2005
